title,authors,year,doi,item_type,abstract,keywords,status,pdf_filename,text_path,extraction_ok,note
Intelligent 5G Networks Designed and Integrated for Globalized Operations (INDIGO),,2022,,JOUR,"There are numerous examples of societal challenges faced by AT&T and the larger ecosystem of which AT&T has always been an influential member. For example, plain old telephone service set a new standard for reliability and simplicity.�� Then came the transistor, satellites, the Internet, and the wireless revolution. Today, AT&T is building upon its close partnerships within a new multidisciplinary, multicultural, multigenerational team to face challenges posed by Track G within a project dubbed INDIGO or, Intelligent 5G Networks Designed & Integrated for Globalized Operations.����    In view of the parallels between NSF���s Convergence Accelerator and DoD���s Joint All Domain Command & Control, INDIGO is adopting a basic-building-blocks approach to meet the functional and security requirements of military missions and civilian first responder teams in near real-time through a system-of-systems/network-of-networks approach across focus areas (1) Planning and Composition, (2) Interoperability, and (3) Execution. This integrates a novel Artificial Intelligence Planner with a Service Management & Orchestration Framework and RAN Intelligent Controllers.������    INDIGO ensures the timely transfer of information needed to connect every sensor and every actor despite the unique variations in network type, availability, traffic, and data across the lifecycle of a complex mission. The goal is to develop real-world solutions for securely operating through 5G infrastructures in allied, hostile, and contested areas, and also to develop new infrastructures and partnerships for future secure wireless solutions in pace with emerging 5G/6G standards. The latter���s importance extends beyond military applications into the civilian sphere given the integration of sensors and multi RAT (Radio Access Technologies) in Smart Cities initiatives, Internet of Everything, and the emerging metaverse, i.e., the fully realized digital world that exists beyond the one in which we live today.",,no_pdf,,,False,No PDF found in export
Algorithmic Governance and the International Politics of Big Tech,"Srivastava, Swati",2023,10.1017/S1537592721003145,JOUR,"Big technology companies like Facebook, Google, and Amazon amass global power through classification algorithms. These algorithms use unsupervised and semi-supervised machine learning on massive databases to detect objects, such as faces, and to process texts, such as speech, to model predictions for commercial and political purposes. Such governance by algorithms-or ""algorithmic governance""-has received critical scrutiny from a vast interdisciplinary scholarship that points to algorithmic harms related to mass surveillance, information pollution, behavioral herding, bias, and discrimination. Big Tech's algorithmic governance implicates core IR research in two ways: (1) it creates new private authorities as corporations control critical bottlenecks of knowledge, connection, and desire; and (2) it mediates the scope of state-corporate relations as states become dependent on Big Tech, Big Tech circumvents state overreach, and states curtail Big Tech. As such, IR scholars should become more involved in the global research on algorithmic governance.",,valid,Algorithmic_Governance_and_the_International_Politics_of_Big_Tech.pdf,Diss_Methods_Data/corpus/text/Algorithmic_Governance_and_the_International_Politics_of_Big_Tech.txt,True,
Big Data Application and Management of UK Police Forces and its Policy Implications for the Korean Police,"JUNG, JEYONG",2019,,JOUR,"As antisocial behavior increases and crimes become more diverse, police agencies around the world are accelerating the use of Big Data. According to previous studies, the application areas are classified into predictive policing, mass surveillance system, and DNA databank. In this study, we investigated how the UK police forces are merging databases and building Big Data systems for their utilization through literature review.The UK government showed a move to consolidate its fragmented databases at the national level to improve its efficiency. The database integration was intended to enable qualitative and quantitative improvements in Big Data analysis. This could open the door for law enforcement agencies, such as National Crime Agency, Regional Organized Crime Units, and Action Fraud, to effectively deal with organized, cross-regional, and cyber crimes. On the other hand, the actual use of big data analysis depends on individual police forces due to different socio-political factors. As representative cases, Kent and Manchester police forces have proven their effectiveness by implementing a predictive hotspot mapping system. In addition, mass surveillance activities are evolving around major cities, such as London, Manchester and Birmingham. Based on the discussions, policy implications for the effective operation of the Big Data Analysis and Utilization System were suggested for the Korean Police Agency.",,valid,Big_Data_Application_and_Management_of_UK_Police_Forces_and_its_Policy_Implications_for_the_Korean_Police.pdf,Diss_Methods_Data/corpus/text/Big_Data_Application_and_Management_of_UK_Police_Forces_and_its_Policy_Implications_for_the_Korean_Police.txt,True,
"Post-racial politics, pre-emption and in/security","Sharma, Sanjay; Nijjar, Jasbinder S.",2024,10.1177/13675494231168177,JOUR,"Militarized policing strategies aiming to identify and nullify risks to national security in Western nations have become central to the biopolitical regulation of racialized populations. While the disproportionate impact of pre-emptive counter-terrorism policing on 'Muslim' populations has been highlighted, the post-racial techno-politics of predictive policing as a mode of securitization remain overlooked. This article argues that the 'war on terror' is governed by a state of crisis that conditions a pre-emptive biopolitics of containment against (unknown) future threats. We examine how predictive policing is progressively dependent on the computational production of risk to avert impending terror. As such, extant forms of counter-terrorism algorithmic profiling are shown to mobilize post-racial calculative logics that renew racial oppression while appearing race-neutral. These predictive systems and pre-emptive actions, while seeking to securitize the future by identifying and nullifying suspects, evasively remake race as risky, thus rendering security indistinguishable from insecurity. Hence, we assert that state securitization is haunted by a profound sense of racialized dread over terrorism, for it can only resort to containing, rather than resolving, the perceived threat of race.",,valid,Post-racial_politics__pre-emption_and_in_security.pdf,Diss_Methods_Data/corpus/text/Post-racial_politics__pre-emption_and_in_security.txt,True,
"Embodying Data, Shifting Perspective: A Conversation with Ahnjili Zhuparris on Future Wake","Wevers, Rosa; Zhuparris, Ahnjili",2025,10.4324/9781003694182,BOOK,"This chapter discusses the artistic project Future Wake (2021) by Ahnjili Zhuparris and Tim van Ommeren that examines predictive policing. By shifting the focus from possible future crime offenders to possible future victims of fatal police encounters, using visual and affective means rather than expert knowledge and statistics, the artwork activates critical reflection on the politics and logics of predictive policing systems. The chapter first situates predictive policing in a context of securitization, and discusses how it enhances structures of discrimination. In the second part, Wevers interviews artist Zhuparris about the aims of Future Wake, discussing the artistic and technical process of creating the project, the politics of data, and the role of art in critical discussion on surveillance and AI.",,valid,Embodying_Data__Shifting_Perspective__A_Conversation_with_Ahnjili_Zhuparris_on_Future_Wake.pdf,Diss_Methods_Data/corpus/text/Embodying_Data__Shifting_Perspective__A_Conversation_with_Ahnjili_Zhuparris_on_Future_Wake.txt,True,
"Optimization of the homicide predictive classification algorithm: a study applied to the military police of Minas Gerais state, Brazil","Nascimento, Claudio Leles; Faria, Antonio Hot Pereira; Venancio, Carolina Alves",2026,10.1108/DTA-03-2025-0170,JOUR,"PurposeThis study aimed to optimize the homicide predictive classification (HPC) algorithm used by the Military Police of Minas Gerais to increase its predictive accuracy, evaluate the effectiveness of the results over time, and consider its potential for future expansions.Design/methodology/approachSupervised learning techniques were applied, using data extracted from the police reports system of Minas Gerais state, Brazil, covering the period from January 2012 to June 2023. The data were divided into training and test sets, allowing the construction and validation of predictive models.FindingsThe study demonstrates that optimizing the HPC algorithm enhances predictive accuracy, particularly in identifying high-risk individuals. HPC Test 6 outperformed previous models, achieving 2,405 correct homicide predictions within a 66-month horizon.Research limitations/implicationsThis study's limitations include reliance on police reports, which may contain incomplete or underreported data, potentially affecting prediction accuracy. The analysis is also restricted to police incident data from Minas Gerais, Brazil, limiting generalizability. Future research should integrate additional datasets, such as the Integrated Prison Management System (SIGPRI) and Civil Registry, to enhance precision.Practical implicationsThe optimized HPC algorithm provides law enforcement with a data-driven tool to enhance crime prevention strategies. By accurately identifying high-risk individuals, the model enables more efficient resource allocation, targeted interventions and proactive policing. Its application supports focused deterrence approaches, improving public safety efforts.Social implicationsThe implementation of predictive policing through the optimized HPC algorithm has significant social implications. By enabling proactive crime prevention, it enhances public safety and fosters community trust in law enforcement. The model supports focused deterrence strategies, potentially reducing homicide rates and violent crime. Expanding predictive analytics to other crime types could further benefit society, promoting a more strategic and effective approach to public security while balancing technological advancements with civil rights protections.Originality/valueThis study contributes to predictive policing by optimizing the HPC algorithm, demonstrating its effectiveness in long-term crime forecasting. Unlike previous models, HPC Test 6 enhances predictive accuracy, enabling proactive interventions. The research integrates criminological theories with machine learning, offering a novel approach to homicide prevention. Its findings provide valuable insights for law enforcement, emphasizing data-driven decision-making. The study's methodological advancements highlight the potential for expansion to other crime types, reinforcing its originality. By addressing predictive policing challenges, this research enhances public security strategies and contributes to the broader discourse on technology-driven crime prevention.",,valid,Optimization_of_the_homicide_predictive_classification_algorithm__a_study_applied_to_the_military_police_of_Minas_Gerais_state__Brazil.pdf,Diss_Methods_Data/corpus/text/Optimization_of_the_homicide_predictive_classification_algorithm__a_study_applied_to_the_military_police_of_Minas_Gerais_state__Brazil.txt,True,
TACKLING DELINQUENCY IN THE ERA OF SOCIAL CREDIT SYSTEM: PROSPECTS AND RISKS,"Rouvinsky, Roman Z.; Tsarev, Evgeny, V",2021,10.17150/2500-4255.2021.15(3).282-294,JOUR,"The paper is devoted to the changes in fighting delinquency connected to the application of artificial intelligence and Big Data analytics. The focus of the paper has been made on the Social Credit System and related advanced mechanisms of control and surveillance, which are currently being built and implemented in China. The issue of how the latest technologies of social control impact the fight against crimes and administrative offences has been examined. The transforming effect of introduction of the Social Credit System and algorithmic mechanisms of social control upon the legal system and some of its institutions (notably, the legal liability institution, the punishment, the concept of an offender) has been assessed in the paper. The authors come to the conclusion that the introduction of the Social Credit System in China and the development of algorithmic mechanisms of social control and crime prevention may lead to the separation of punishment from the construct of legal liability and the concept of an offence as a guilty deed.",,valid,TACKLING_DELINQUENCY_IN_THE_ERA_OF_SOCIAL_CREDIT_SYSTEM__PROSPECTS_AND_RISKS.pdf,Diss_Methods_Data/corpus/text/TACKLING_DELINQUENCY_IN_THE_ERA_OF_SOCIAL_CREDIT_SYSTEM__PROSPECTS_AND_RISKS.txt,True,
Predictive Punishment: The Detecta and the incorporation of Data Mining and Profiling techniques (Big Data) in the practices of Surveillance of the São Paulo Military Police,Marcos César Alvarez; Alcides Eduardo dos Reis Peron,2018,,JOUR,"The studies on Sociology of Punishment concentrates in the comprehension of the historical forms that organized the mechanisms of punishment and administration of the criminality in the most diverse social organizations. However, with the development of new communication and surveillance technologies, moreover these studies begin to interchange with the Surveillance Studies and Social Studies of Science and Technologies to comprehend the new strategies of the public security. In this context, in 2014, the São Paulo state government contracted a system named ""Detecta"" from Microsoft, which combines the process of surveillance cameras, with criminal and geo-positioning databases. This apparatus inaugurates a new form of governamentality of public security, known as Predictive Policing, characterized by the reliance on algorithms for the construction of profiles and statistics, supposedly capable of anticipating future patterns of behave, and scenarios. Therefore, our purpose in this project is to debate the particularities of this form of governamentality, centered in predictive policing and massive data collection apparatus, in a context of public security deeply marked by arbitrariness, exclusion and discrimination. In this sense, our purpose here is to identify the possible emergency of a new form of governamentality of public security, centered at Detecta in São Paulo.",,valid,Predictive_Punishment__The_Detecta_and_the_incorporation_of_Data_Mining_and_Profiling_techniques__Big_Data__in_the_practices_of_Surveillance_of_the_São_Paulo_Military_Police.pdf,Diss_Methods_Data/corpus/text/Predictive_Punishment__The_Detecta_and_the_incorporation_of_Data_Mining_and_Profiling_techniques__Big_Data__in_the_practices_of_Surveillance_of_the_São_Paulo_Military_Police.txt,True,
"Neoliberalisation of Security, Austerity and the 'End of Public Policy': Governing Crime in Memphis (TN, USA) Through Predictive Policing, Community, Grants and Police 'Mission Creep'","Tulumello, Simone",2018,,JOUR,"The government of security and safety constitutes a privileged angle from which to study the links among government, public policy and urban dynamics, particularly in places where neoliberalisation intersects with historical racial and class tensions - as is the case in many US cities. I am concerned with the connection between (racialised) security politics and the institutional transformation of local security policymaking. I use the case of Memphis (TN, USA), which is paradigmatic of the neoliberalisation of security and permanent 'low-intensity' austerity; present four practices and trends - 'predictive' policing, rhetoric about 'community' self-defence, safety 'grants' and the 'mission creep' of the militarised police department; and discuss continuities/discontinuities with regard to long-term trends of restructuring crime control in the USA. The case of security policymaking allows me to argue that austerity and neoliberal rule tend to replace public policy intended as a course of action stemming from conscious choice by the government - with a complicated patchwork of state intervention/disengagement, whose ultimate effect is the ` end of public policy' proper.",,valid,Neoliberalisation_of_Security__Austerity_and_the__End_of_Public_Policy___Governing_Crime_in_Memphis__TN__USA__Through_Predictive_Policing__Community__Grants_and_Police__Mission_Creep_.pdf,Diss_Methods_Data/corpus/text/Neoliberalisation_of_Security__Austerity_and_the__End_of_Public_Policy___Governing_Crime_in_Memphis__TN__USA__Through_Predictive_Policing__Community__Grants_and_Police__Mission_Creep_.txt,True,
ATTAINING SECURITY THROUGH ALGORITHMS: PERSPECTIVES OF REFUGEES AND DATA EXPERTS,"Kasapoglu, Tayfun; Masso, Anu",2021,10.1108/S2050-206020210000020009,CHAP,"Purpose: This study explores the perspectives of data experts (DXs) and refugees on the algorithms used by law enforcement officers and focuses on emerging insecurities. The authors take police risk-scoring algorithms (PRSA) as a proxy to examine perceptions on algorithms that make/assist sensitive decisions affecting people's lives.Methodology/approach: In-depth interviews were conducted with DXs (24) in Estonia and refugees (19) in Estonia and Turkey. Using projective techniques, the interviewees were provided a simple definition of PRSA and a photo to encourage them to share their perspectives. The authors applied thematic analysis to the data combining manual and computer-aided techniques using the Maxqda software.Findings: The study revealed that the perspectives on PRSA may change depending on the individual's position relative to the double security paradox surrounding refugees. The use of algorithms for a sensitive matter such as security raises concerns about potential social outcomes, intentions of authorities and fairness of the algorithms. The algorithms are perceived to construct further social borders in society and justify extant ideas about marginalized groups.Research limitations: The study made use of a small population sample and aimed at exploring perspectives of refugees and DXs by taking PRSA as the case without targeting representativeness.Originality/value: The study is based on a double security paradox where refugees who escape their homelands due to security concerns are also considered to be national security threats. DXs, on the other hand, represent a group that takes an active role in decisions about who is at risk and who is risky. The study provides insights on two groups of people who are engaged with algorithms in different ways.",,valid,ATTAINING_SECURITY_THROUGH_ALGORITHMS__PERSPECTIVES_OF_REFUGEES_AND_DATA_EXPERTS.pdf,Diss_Methods_Data/corpus/text/ATTAINING_SECURITY_THROUGH_ALGORITHMS__PERSPECTIVES_OF_REFUGEES_AND_DATA_EXPERTS.txt,True,
"Repressive connectivity and digital resistance: internet shutdowns, speech and networked counterpublics in Manipur","Irungbam, Satish",2026,10.1080/01436597.2025.2600560,JOUR,"This article examines the 2023 internet shutdown in Manipur, India, as a case of repressive connectivity - where digital infrastructures are weaponised to suppress dissent and erase subaltern narratives. Drawing from critical theory, postcolonial media studies, and digital rights scholarship, it reframes shutdowns not as isolated technical events but as acts of epistemic violence and infrastructural control. In conflict-prone contexts like Manipur, internet shutdowns fragment solidarity, mute resistance and reinforce state power. Yet paradoxically, they also provoke adaptive forms of digital and analogue resistance, from encrypted messaging and cultural expression to legal mobilisation and counterpublic formation. By analysing testimonies, case studies and platform dynamics, the article situates shutdowns within broader structures of algorithmic governance and surveillance capitalism. It argues that such acts of repression generate new modes of political agency and epistemic struggle. Ultimately, the study calls for a rethinking of connectivity, sovereignty and rights in postcolonial digital regimes.",,valid,Repressive_connectivity_and_digital_resistance__internet_shutdowns__speech_and_networked_counterpublics_in_Manipur.pdf,Diss_Methods_Data/corpus/text/Repressive_connectivity_and_digital_resistance__internet_shutdowns__speech_and_networked_counterpublics_in_Manipur.txt,True,
"Pre-crime, Post-criminology, and the Captivity of Ultramodern Desire","Arrigo, Bruce A.; Sellers, Brian; Sostakas, Jo",2020,10.1007/s11196-020-09719-4,JOUR,"This article further elaborates on the ""pre-crime society"" thesis as developed and examined by Arrigo and Sellers. Specifically, the article focuses on the ultramodern era of digital inter-connectivity and argues that productive psychic desire is held clinically captive. Ultra-modernity is populated by cyber-forms of human relating and of economic exchange that nurture hyper-securitization. We discuss how the maintenance of hyper-securitization supports a pre-crime society, and how hyper-securitization's object of desire consists of sign-optics (i.e., panopticism, synopticism, and banopticism). We argue that the co-constitutive forces (i.e., relational flows and fluctuations) of this desire represent the sign-exchange values of post-criminology. Post-criminology's signifiers include, among others, ""predictive policing"", ""crime mapping"", and ""actuarial penology."" Post-criminology's signifieds (re)produce captivity-generating bio-digital ""laws"" of human relatedness. Among others, these laws sanction the neurosis of de-vitalization and certify the psychosis of finalization. We explain how the unchecked excess neutralizations of de-vitalization and finalization cultivate clinical captivity. Clinical captivity is a social anxiety in which reciprocal consciousness, inter-subjectivity, and mutual power are limited in existence (the reduction of inter-relatedness) or are denied an existence (the repression of inter-relatedness).",,valid,Pre-crime__Post-criminology__and_the_Captivity_of_Ultramodern_Desire.pdf,Diss_Methods_Data/corpus/text/Pre-crime__Post-criminology__and_the_Captivity_of_Ultramodern_Desire.txt,True,
Ambivalent Morality: Negotiating the (Neo)Colonial Conditions of Policing at the Urban Margins,"Alvear Moreno, Enrique",2025,10.1111/1468-4446.70066,JOUR,"Scholars have demonstrated how (neo)colonialism has produced durable North-South hierarchies in knowledge production about crime and punishment. Yet, most of these studies emphasize the epistemic ""weight of empire"" in ways that obscure the relational dynamics under which local bureaucrats domesticate imperial policy experiments at the margins of postcolonial cities. By taking the case of the Tactical System of Crime Analysis (STAD) in Santiago, Chile, this article explores how and why police officers and data analysts respond to ""colonial situations"" behind predictive policing as they navigate its underlying ""broken windows"" philosophy demanded by bank lenders and reinforced by US advisors. Drawing upon ethnographic observations within a Comisaria in Santiago, I argue that police officers and professionals negotiate the (neo)colonial conditions of policing through ambivalent morality -a set of hybrid discourses concerning individual choices that allows officers to inflict the criminal stigma upon the poor and assign responsibility for crime. Officers and data analysts interpret US ""broken windows"" philosophy through fragmented scripts and counterscripts that both reinforce and decenter poverty and personal choices as the primary sources of crime. Drawing upon these narratives, these agents define who is a criminal, what crimes deserve to be suppressed, and under what conditions somebody could legitimately break the law. This study not only shows how police officers and professionals redefine policing in moral terms but also illustrates the simultaneous attraction to and denial of neocolonial power while disclosing the symbolic mechanisms (i.e., scripts and counterscripts) under which this hybridity disrupts a simplistic replication of US ""broken windows"" discourse at the margins of Santiago.",,valid,Ambivalent_Morality__Negotiating_the__Neo_Colonial_Conditions_of_Policing_at_the_Urban_Margins.pdf,Diss_Methods_Data/corpus/text/Ambivalent_Morality__Negotiating_the__Neo_Colonial_Conditions_of_Policing_at_the_Urban_Margins.txt,True,
"Developing CTS 4-o: a CTS research agenda on AI, terrorism and counter-terrorism","Martini, Alice",2025,10.1080/17539153.2025.2485610,JOUR,"This article argues for the Critical Terrorism Studies (CTS) field to engage more thoroughly with the implications of artificial intelligence (AI) in both terrorism and counter-terrorism. Drawing from Science and Technology Studies (STS) and critical security studies, it highlights the importance of scrutinising AI as a socially constructed technology that is embedded in power relations and specific hierarchies. It examines how AI is discursively framed as both a threat and a solution in security-related matters, shaping counter-terrorism policies in ways that reinforce state-centric, racialised, gendered and militarised security paradigms. The article outlines a CTS research agenda on AI, focusing on key areas of inquiry: the discursive construction of ""AI terrorism"" and ""AI counter-terrorism"", the role of sociotechnical imaginaries in legitimising AI-based counter-terrorism measures, the (b)ordering of societies through algorithmic governance and the material dimensions of AI counterterrorism. By engaging with critical security scholarship and feminist, postcolonial and decolonial critiques of technology, CTS can expose how AI-driven security exacerbates inequalities while reifying the status quo. The article positions CTS as a crucial field for analysing the political and ethical implications of AI in counterterrorism and urges CTS to start engaging more robustly with AI implications in terrorism and counter-terrorism and reflecting on its political and (in)security consequences.",,valid,Developing_CTS_4-o__a_CTS_research_agenda_on_AI__terrorism_and_counter-terrorism.pdf,Diss_Methods_Data/corpus/text/Developing_CTS_4-o__a_CTS_research_agenda_on_AI__terrorism_and_counter-terrorism.txt,True,
"Shaping Migrants as Threats: Multilayered Discretion, Criminalization, and Risk Assessment Tools","Gundhus, Helene O., I",2021,10.5204/ijcjsd.2041,JOUR,"This article examines Operation Migrant, initiated by the Norwegian police following the so-called migration crises in Europe in 2015. One of its central aims was, by predicting challenges related to increased migration, to improve resource allocation and prevent crime. By drawing on research on risk and threat assessment as a form of power, this article aims to analyze how risk categories are distributed and translated into a multilayered institutional arrangement where migration is policed as a potential crime. The article examines the indicators that the risk assessments are based on, and the measures applied and investigates how discretionary practices make immigrants objects for law enforcement and policing. The article contributes to research on migration control in an ordinary police context, where immigration identity checks become part of the crime reduction strategy. Applying the concept of interpretive flexibility (Collins 1981), I will identify the steps in this chain of translation to explore the leap from targeting potentially criminal asylum seekers to targeting broader groups with temporary residency in Norway. The article analyzes the conditions determining how policing, technologies, and migrants are ""co-constructed"" in a chain of mediation and translation, which reinforces the view of migrants as risky and criminal. The final section discusses how risk and threat analysis is affected by the notion of the ""crimmigrant other"" (Franko 2020). In Norway, selectively targeting unwanted migrants as criminals has become dominant in police decision-making at a policy level and everyday practices affecting not only third country nationals but also unwanted eastern Europeans.",,valid,Shaping_Migrants_as_Threats__Multilayered_Discretion__Criminalization__and_Risk_Assessment_Tools.pdf,Diss_Methods_Data/corpus/text/Shaping_Migrants_as_Threats__Multilayered_Discretion__Criminalization__and_Risk_Assessment_Tools.txt,True,
Fields of Application of Artificial Intelligence—Security Sector and Military Sector,"Kreutzer, R.T.; Sirrenberg, M.",2020,10.1007/978-3-030-25271-7_9,JOUR,"In this chapter you will see that face recognition plays a central role in many security applications. In China it is even used to install a huge social credit system to control the whole population. Predictive policing tries to anticipate crimes in order to avoid them or to catch the perpetrators red-handed. Huge “progress” with Artificial Intelligence is also achieved in the military sector. Billions flow into the development of AI systems there. The greatest risks of Artificial Intelligence are associated with the various forms of combat robots, because these will massively shift the “rules of the game” in armed conflicts. © 2020, Springer Nature Switzerland AG.",,valid,Fields_of_Application_of_Artificial_Intelligence_Security_Sector_and_Military_Sector.pdf,Diss_Methods_Data/corpus/text/Fields_of_Application_of_Artificial_Intelligence_Security_Sector_and_Military_Sector.txt,True,
Inclusive smart public spaces: insights from Smart Cities and Suburbs,"Babb, C.",2025,10.4337/9781035322411.00012,JOUR,"The increased adoption of smart digital technologies in urban places has important implications for the inclusivity of public space. Smart city enterprises employ numerous technologies to capture and analyse data to refine the management, planning, and oversight strategies of public agencies. For users and managers of public spaces, smart city enterprises promise efficiency, security and high-quality experience. However, there are also risks to diverse and inclusive public space from increased privatization, securitization, and standardization. The implications of smart city initiatives for inclusive public space are explored in this chapter, which focuses on two case studies of the creation of smart public space in Western Australia: East Perth Smart Precinct and Wharf Street Next Generation Community Park. A multi-lens framework of inclusive public space frames the analysis. User-experience, governance, public values, and diversity emerge as key domains where inclusivity of public space is enhanced or challenged by smart city enterprises. © The Editors and Contributors Severally 2025. All rights reserved.",Surveillance; Smart cities; Smart city; Digital technologies; Digital urbanism; Enterprise resource management; Enterprise resource planning; Facial recognition; Inclusive public space; Management strategies; Public space; Smart public space; Urban places ER  -,valid,Inclusive_smart_public_spaces__insights_from_Smart_Cities_and_Suburbs.pdf,Diss_Methods_Data/corpus/text/Inclusive_smart_public_spaces__insights_from_Smart_Cities_and_Suburbs.txt,True,
"E-Governance and Ethical AI: Balancing Automation, Privacy, and Human Rights","Raghuvanshi, C.; Shukla, R.; Shukla, S.",2025,10.4018/979-8-3373-0817-3.ch0014,JOUR,"AI integration in e-governance enhances public service delivery, decision-making, and citizen engagement but raises ethical concerns like data privacy, bias, and transparency. This chapter examines AI's role in digital identity verification, predictive analytics, and fraud detection, with case studies from smart cities, agriculture, and public administration. Ethical challenges include algorithmic bias, mass surveillance, AI's “black-box” nature, and job automation. Legal frameworks like the EU's AI Act, GDPR, and India's Digital Personal Data Protection Act are analyzed. Strategies for ethical AI, including transparency, fairness, and human-in-the-loop approaches, are proposed. Case studies from Singapore, Estonia, Canada, and India highlight best practices. Future challenges like AI's impact on digital rights, misinformation, and emerging tech such as quantum AI and blockchain are discussed. The chapter stresses global collaboration to align AI governance with democratic values and human rights.. © 2025 by IGI Global Scientific Publishing. All rights reserved.",Artificial intelligence; Transparency; Decisions makings; Case-studies; Citizen engagements; Data privacy; Digital identity; E-governance; Ethical concerns; Ethical technology; Government data processing; Human rights; Identity verification; Predictive analytics; Privacy rights; Public administration; Public service deliveries ER  -,valid,E-Governance_and_Ethical_AI__Balancing_Automation__Privacy__and_Human_Rights.pdf,Diss_Methods_Data/corpus/text/E-Governance_and_Ethical_AI__Balancing_Automation__Privacy__and_Human_Rights.txt,True,
The Classical Liberal Case for Privacy in a World of Surveillance and Technological Change,"Berg, C.",2018,10.1007/978-3-319-96583-3,BOOK,"How should a free society protect privacy? Dramatic changes in national security law and surveillance, as well as technological changes from social media to smart cities mean that our ideas about privacy and its protection are being challenged like never before. In this interdisciplinary book, Chris Berg explores what classical liberal approaches to privacy can bring to current debates about surveillance, encryption and new financial technologies. Ultimately, he argues that the principles of classical liberalism – the rule of law, individual rights, property and entrepreneurial evolution – can help extend as well as critique contemporary philosophical theories of privacy. © The Editor(s) (if applicable) and The Author(s) 2018.",Blockchain; Classical Liberalism; Development of individualism; Economic philosophy; Economics of privacy; Financial privacy; Freedom of speech; Liberal contractarian model of government; Market economy; New technologies; Political philosophy; Privacy and speech; Psychology of privacy; Public and private; Reselling data; Technological change; Telecommunications and internet surveillance; Value of privacy; Violations of privacy ER  -,valid,The_Classical_Liberal_Case_for_Privacy_in_a_World_of_Surveillance_and_Technological_Change.pdf,Diss_Methods_Data/corpus/text/The_Classical_Liberal_Case_for_Privacy_in_a_World_of_Surveillance_and_Technological_Change.txt,True,
The development of smart awareness among Ukraine's youth in modern conditions,"Iryna, K.; Katerina, S.; Nataliia, L.; Andrii, S.",2023,,JOUR,"This chapter provides generalization of existing approaches to the definition of design and determinants of the smart awareness development among the youth of Ukraine, and also describes the current state of perception of the Smart City Concept. The authors conducted a survey of students of higher education institutions in Dnipro, Ukraine regarding their perception of the Smart City Concept (n = 200 subjects). Respondents most often use the following services of a ""smart"" city: electronic tickets, tracking the transport schedules, electronic administration services, eHealth system, and information technologies in educational institutions. It has been proved that management in a smart city takes place through the synergy of everyone who lives and works in this city - the classic triad ""government - business - community."" The Smart City provides comfortable living conditions for inhabitants and simplified technologies for using services offered by city institutions. In Ukraine, such cooperation is built in the following areas: city security (safe city), medicine (e-health), education (smart education), transportation system (smart mobility), electric power supply (smart energy) and the formation of the city as a creative center (creative hubs). The chapter also considers the influence of military operations as an attractor of expanding the network of e-services in Ukraine. Social risks and limitations for spreading smart awareness and smart culture are analyzed. The authors pay special attention to the practical expertise of building smart infrastructure in Ukrainian cities, in particular, to the main achievements as well as obstacles that stand in the way of the widespread smart technologies introduction into the city's life support system. © 2023 Nova Science Publishers, Inc. All rights reserved.",War; Youth; Ukraine; Public administration; Smart awareness; Smart city concept ER  -,valid,The_development_of_smart_awareness_among_Ukraine_s_youth_in_modern_conditions.pdf,Diss_Methods_Data/corpus/text/The_development_of_smart_awareness_among_Ukraine_s_youth_in_modern_conditions.txt,True,
Seeing like an algorithm: operative images and emergent subjects,"Uliasz, R.",2021,10.1007/s00146-020-01067-y,JOUR,"Algorithmic vision, the computational process of making meaning from digital images or visual information, has changed the relationship between the image and the human subject. In this paper, I explicate on the role of algorithmic vision as a technique of algorithmic governance, the organization of a population by algorithmic means. With its roots in the United States post-war cybernetic sciences, the ontological status of the computational image undergoes a shift, giving way to the hegemonic use of automated facial recognition technologies towards predatory policing and profiling practices. By way of example, I argue that algorithmic vision reconfigures the philosophical links between vision, image, and truth, paradigmatically changing the way a human subject is represented through imagistic data. With algorithmic vision, the relationship between subject and representation challenges the humanistic discourse around images, calling for a critical displacement of the human subject from the center of an analysis of how computational images make meaning. I will explore the relationship between the operative image, the image that acts but is not seen by human eyes, and what Louise Amoore calls an “emergent subject,” a subject that is made visible through algorithmic techniques (2013). Algorithmic vision reveals subjects to power in a mode that requires a new approach towards analyzing the entanglement and invisiblization of the human in automated decision-making systems. © 2020, Springer-Verlag London Ltd., part of Springer Nature.",Military photography; Decision making; Big data; Face recognition; Facial recognition; Algorithms; Algorithmic techniques; Algorithmic vision; Automated decision making systems; Computational process; Critical displacement; Human subjects; Machine learning; Ontological status; Operational image; Philosophical aspects; Visual information ER  -,valid,Seeing_like_an_algorithm__operative_images_and_emergent_subjects.pdf,Diss_Methods_Data/corpus/text/Seeing_like_an_algorithm__operative_images_and_emergent_subjects.txt,True,
